,item,source_id,class,country,analyser,timestamp,menu,title,count
10647,9006,16936,9006033,india_haryana,Sax,2025-01-04 05:16:01+00:00,numeric,"Unusually large value of {{1.key}}, possibly centimeter units are meant?",0
10648,9007,16936,9007002,india_haryana,Sax,2025-01-04 05:16:01+00:00,relation,relation without type,0
10649,9009,16936,9009001,india_haryana,Sax,2025-01-04 05:16:01+00:00,territories,deprecated tagging,0
10650,9009,16936,9009002,india_haryana,Sax,2025-01-04 05:16:01+00:00,territories,street name contains ss,0
10651,9009,16936,9009003,india_haryana,Sax,2025-01-04 05:16:01+00:00,territories,street name contains ß,0
10652,9010,16936,9010002,india_haryana,Sax,2025-01-04 05:16:01+00:00,unnecessary,{{0.key}}={{0.value}} makes no sense,0
10653,9011,16936,9011001,india_haryana,Sax,2025-01-04 05:16:01+00:00,wikipedia,"wikipedia tag has no language given, use 'wikipedia'='language:page title'",0
10654,9011,16936,9011002,india_haryana,Sax,2025-01-04 05:16:01+00:00,wikipedia,wikipedia tag has an unknown language prefix,0
10655,0,16936,1,india_haryana,Sax,2025-01-04 05:16:01+00:00,overlapping building,Building intersection,0
10656,9011,16936,9011005,india_haryana,Sax,2025-01-04 05:16:01+00:00,wikipedia,"wikipedia 'cz' language is invalid, use 'cs' instead",0
10657,9011,16936,9011006,india_haryana,Sax,2025-01-04 05:16:01+00:00,wikipedia,{{0.key}} tag should not have URL-encoded values like '%27',0
10658,9011,16936,9011007,india_haryana,Sax,2025-01-04 05:16:01+00:00,wikipedia,wikipedia title should not start with a space after language code,0
10659,9011,16936,9011008,india_haryana,Sax,2025-01-04 05:16:01+00:00,wikipedia,wikipedia title should not have 'wiki/' prefix,0
10660,9011,16936,9011009,india_haryana,Sax,2025-01-04 05:16:01+00:00,wikipedia,wikipedia page title should have first letter capitalized,0
10661,9011,16936,9011011,india_haryana,Sax,2025-01-04 05:16:01+00:00,wikipedia,"wikipedia language seems to be duplicated, e.g. en:en:Foo",0
10662,9011,16936,9011012,india_haryana,Sax,2025-01-04 05:16:01+00:00,wikipedia,"wikidata tag must be in Qnnnn format, where n is a digit",0
10663,9011,16936,9011016,india_haryana,Sax,2025-01-04 05:16:01+00:00,wikipedia,{{0.key}} value looks like a wikidata value,0
10664,9014,16936,9014002,india_haryana,Sax,2025-01-04 05:16:01+00:00,public transport,Is it a bus stop or a bus station?,0
10665,9014,16936,9014007,india_haryana,Sax,2025-01-04 05:16:01+00:00,public transport,The network should be on the transport lines and not on the stops,0
10666,9014,16936,9014008,india_haryana,Sax,2025-01-04 05:16:01+00:00,public transport,The operator should be on the transport lines and not on the stops,0
10667,9014,16936,9014010,india_haryana,Sax,2025-01-04 05:16:01+00:00,public transport,"Missing transportation mode, change tag route to route_master",0
10668,9014,16936,9014019,india_haryana,Sax,2025-01-04 05:16:01+00:00,public transport,A bus stop is supposed to be a node,0
10669,9014,16936,9014020,india_haryana,Sax,2025-01-04 05:16:01+00:00,public transport,The color of the public transport line should be in a colour tag,0
10670,9014,16936,9014021,india_haryana,Sax,2025-01-04 05:16:01+00:00,public transport,The interval is invalid (try a number of minutes),0
10671,9014,16936,9014022,india_haryana,Sax,2025-01-04 05:16:01+00:00,public transport,The duration is invalid (try a number of minutes),0
10672,9014,16936,9014023,india_haryana,Sax,2025-01-04 05:16:01+00:00,public transport,Missing interval tag to specify the main interval,0
10673,9014,16936,9014024,india_haryana,Sax,2025-01-04 05:16:01+00:00,public transport,Missing opening_hours tag,0
10674,9014,16936,9014025,india_haryana,Sax,2025-01-04 05:16:01+00:00,public transport,"Check the operator tag : this operator does not exist, it may be a typo",0
10675,9014,16936,9014026,india_haryana,Sax,2025-01-04 05:16:01+00:00,public transport,"Check the network tag : this network does not exist, it may be a typo",0
10676,9014,16936,9014027,india_haryana,Sax,2025-01-04 05:16:01+00:00,public transport,Subway entrances should be mapped as nodes,0
10677,9014,16936,9014028,india_haryana,Sax,2025-01-04 05:16:01+00:00,public transport,"The line variant does not belong to any line, add it to the route_master relation",0
10678,9015,16936,9015004,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,Key traffic_mode is deprecated,0
10679,9015,16936,9015007,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,"track numbers inside a station should be railway:track_ref, not name",0
10680,9015,16936,9015008,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,"platforms should have the numbers in ref, not railway:track_ref",0
10681,9015,16936,9015009,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,"track names or refs should not include the word 'track', tag those numbers as railway:track_ref",0
10682,9015,16936,9015010,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,"platform names or refs should not include the word 'track', write that as 'description', put the bare numbers in 'ref', separated by ';'",0
10683,9015,16936,9015011,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,power:type=overhead is deprecated,0
10684,9015,16936,9015012,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,"power:type=overhead is deprecated, conflict between power:type=overhead and electrified=*",0
10685,9015,16936,9015013,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,"power:type is deprecated, change to proper electrified value",0
10686,9015,16936,9015014,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,"priority on railway objects is deprecated, remove it",0
10687,9015,16936,9015015,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,tracks=1 not necessary if detail=track is tagged.,0
10688,9015,16936,9015016,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,"If tracks are tagged with service=*, they should be mapped as one way per track.",0
10689,9015,16936,9015017,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,Crossings and level crossings should be mapped as nodes,0
10690,9015,16936,9015018,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,radio=GSM-R is deprecated,0
10691,9015,16936,9015019,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,"radio=* is deprecated, change to proper railway:radio value",0
10692,9015,16936,9015020,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,"track tagged with 'tunnel' in name, consider using tunnel:name instead and put the track name into name",0
10693,9015,16936,9015021,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,"track tagged with 'tunnel' in wikipedia, consider using tunnel:wikipedia instead and put the track wikipedia entry into wikipedia",0
10694,9015,16936,9015022,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,"track tagged with 'bridge' in name, consider using bridge:name instead and put the track name into name",0
10695,9015,16936,9015023,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,"track tagged with 'bridge' in wikipedia, consider using bridge:wikipedia instead and put track wikipedia entry into wikipedia",0
10696,9015,16936,9015024,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,"lanes=* is used for highways, not railways",0
10697,9015,16936,9015025,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,"maxspeed=signals is deprecated, tag the highest possible speed instead",0
10698,9015,16936,9015026,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,maxspeed should contain the value as it is shown on the line with mph as unit,0
10699,9015,16936,9015028,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,"Milestone without position, add railway:position=*",0
10700,9015,16936,9015030,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,signal specification given but node is not tagged as signal or equivalent type,0
10701,9015,16936,9015031,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,A sign cannot have different states.,0
10702,9015,16936,9015032,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,railway=flat_crossing is deprecated,0
10703,9015,16936,9015033,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,railway:signal:stop:description is deprecated and has been replaced by railway:signal:stop:caption,0
10704,9015,16936,9015034,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,"railway:signal:stop:description is deprecated, replace by appropiate railway:signal:stop:caption value",0
10705,9015,16936,9015035,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,main and combined signal at the same place,0
10706,9015,16936,9015036,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,"signals should be tagged with ref, not railway:ref",0
10707,9015,16936,9015037,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,signals should have a railway:signal:direction=* tag,0
10708,9015,16936,9015038,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,signal names should be prefixed with an operator or country prefix,0
10709,9015,16936,9015039,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,"{{0.value}} identification should be tagged as ref, not as name",0
10710,9015,16936,9015040,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,"Tagging for resetting switch is deprecated, change railway:switch=* to proper value",0
10711,9015,16936,9015041,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,controlled_area relations are deprecated,0
10712,9015,16936,9015042,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,interlocking relation without type=railway,0
10713,9015,16936,9015043,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,interlocking relation with type other than railway,0
10714,9015,16936,9015045,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,"track numbers inside a station should be railway:track_ref, not ref",0
10715,9015,16936,9015046,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,Wrong tag for railway station building,0
10716,9015,16936,9015047,india_haryana,Sax,2025-01-04 05:16:01+00:00,openrailwaymap,workrules should be used on ways and not on nodes.,0
10717,9019,16936,9019001,india_haryana,Sax,2025-01-04 05:16:01+00:00,specific France,validation rules highway milestone,0
10718,9019,16936,9019002,india_haryana,Sax,2025-01-04 05:16:01+00:00,specific France,validation rules nat_ref in France,0
10719,9019,16936,9019003,india_haryana,Sax,2025-01-04 05:16:01+00:00,specific France,missing tag,0
10720,9019,16936,9019005,india_haryana,Sax,2025-01-04 05:16:01+00:00,specific France,validation rules Fantoir in France,0
10721,9100,16936,91001,india_haryana,Sax,2025-01-04 05:16:01+00:00,power transformer,Power Transformers should always be on a node,0
10722,9011,16936,9011004,india_haryana,Sax,2025-01-04 05:16:01+00:00,wikipedia,"wikipedia 'be-x-old' language is obsolete, use 'be-tarask' instead",0
10723,0,16942,5,india_haryana,Osmosis_Building_Overlaps,2025-01-04 05:16:01+00:00,overlapping building,Large building intersection cluster,0
10724,1,28951,1,india_haryana,Osmosis_Building_3nodes,2025-01-04 05:16:01+00:00,split building,Merge building (triangle),0
10725,1010,16936,103,india_haryana,Sax,2025-01-04 05:16:01+00:00,duplicated node,Duplicated nodes,0
10726,1040,16943,2,india_haryana,Osmosis_Polygon,2025-01-04 05:16:01+00:00,invalid polygon,Invalid multipolygon,0
10727,1040,447443,3,india_haryana,Osmosis_Relation_Duplicate_Member,2025-01-04 05:16:01+00:00,invalid polygon,Duplicate relation member,0
10728,1050,16936,1050,india_haryana,Sax,2025-01-04 05:16:01+00:00,reverse roundabout,Reverse roundabout,0
10729,1050,16937,1,india_haryana,Osmosis_Roundabout_Reverse,2025-01-04 05:16:01+00:00,reverse roundabout,Reverse roundabout,0
10730,1070,16944,2,india_haryana,Osmosis_Highway_VS_Building,2025-01-04 05:16:01+00:00,objects overlap,Tree intersecting building,0
10731,1070,16944,3,india_haryana,Osmosis_Highway_VS_Building,2025-01-04 05:16:01+00:00,objects overlap,Tree and highway too close,0
10732,1070,16944,9,india_haryana,Osmosis_Highway_VS_Building,2025-01-04 05:16:01+00:00,objects overlap,Highway overlaps,0
10733,1070,441268,15,india_haryana,Osmosis_Polygon_Intersects,2025-01-04 05:16:01+00:00,objects overlap,Bad intersection with aeroway,0
10734,1080,16945,1,india_haryana,Osmosis_Orphan_Nodes_Cluster,2025-01-04 05:16:01+00:00,orphan nodes,Orphan nodes cluster,0
10735,1100,16936,1100,india_haryana,Sax,2025-01-04 05:16:01+00:00,unclosed area,Unclosed area,0
10736,1140,16953,3,india_haryana,Osmosis_Useless,2025-01-04 05:16:01+00:00,missing tag or role,Missing tag or role on relation,0
10737,1150,16952,1,india_haryana,Osmosis_Polygon_Overlaps,2025-01-04 05:16:01+00:00,surface intersection,Area intersection `waterway`,0
10738,1160,434579,2,india_haryana,Osmosis_Relation_Cyclic,2025-01-04 05:16:01+00:00,big relation,Cyclic relation,0
10739,1170,16936,11701,india_haryana,Sax,2025-01-04 05:16:01+00:00,multipolygon,Inadequate role for multipolygon,0
10740,1170,16936,11702,india_haryana,Sax,2025-01-04 05:16:01+00:00,multipolygon,Inadequate member for multipolygon,0
10741,1170,16936,11703,india_haryana,Sax,2025-01-04 05:16:01+00:00,multipolygon,Missing outer way with role `outer` for multipolygon,0
10742,1170,16954,2,india_haryana,Osmosis_Relation_Multipolygon,2025-01-04 05:16:01+00:00,multipolygon,Inconsistent multipolygon nature with members nature,0
10743,1170,16954,3,india_haryana,Osmosis_Relation_Multipolygon,2025-01-04 05:16:01+00:00,multipolygon,Inconsistent multipolygon member nature,0
10744,1170,420671,5,india_haryana,Osmosis_Relation_Open,2025-01-04 05:16:01+00:00,multipolygon,Open relation type=multipolygon,0
10745,1180,16959,1,india_haryana,Osmosis_Cycleway_track,2025-01-04 05:16:01+00:00,double cycleway,"Duplicated cycle tracks, `highway=*`+`cycleway=track` and `highway=cycleway`",0
10746,1210,16962,5,india_haryana,Osmosis_Highway_DeadEnd,2025-01-04 05:16:01+00:00,not-connected highway/cycleway,Unconnected drive-through,0
10747,1221,21848,1,india_haryana,Osmosis_Water,2025-01-04 05:16:01+00:00,far from water,Object must be close to coast or water,0
10748,1230,16968,1,india_haryana,Osmosis_Duplicated_Geotag,2025-01-04 05:16:01+00:00,duplicate geometry,Duplicated way geometry and tags,0
10749,1230,16968,2,india_haryana,Osmosis_Duplicated_Geotag,2025-01-04 05:16:01+00:00,duplicate geometry,Duplicated way geometry but different tags,0
10750,1230,16968,3,india_haryana,Osmosis_Duplicated_Geotag,2025-01-04 05:16:01+00:00,duplicate geometry,Duplicated node geometry and tags,0
10751,1240,16936,12401,india_haryana,Sax,2025-01-04 05:16:01+00:00,one-node way,Way with one node,0
10752,1260,24281,7,india_haryana,Osmosis_Relation_Public_Transport,2025-01-04 05:16:01+00:00,public transport,The stop_position is not part of a way,0
10753,1260,24281,9,india_haryana,Osmosis_Relation_Public_Transport,2025-01-04 05:16:01+00:00,public transport,The stop is not part of a way,0
10754,1260,24281,10,india_haryana,Osmosis_Relation_Public_Transport,2025-01-04 05:16:01+00:00,public transport,Stop position without platform nor bus stop,0
10755,1260,24281,11,india_haryana,Osmosis_Relation_Public_Transport,2025-01-04 05:16:01+00:00,public transport,The stops may not be in the right order,0
10756,1260,24281,12,india_haryana,Osmosis_Relation_Public_Transport,2025-01-04 05:16:01+00:00,public transport,The platform is not on the right side of the road,0
10757,1280,413373,1,india_haryana,Osmosis_Relation_Enforcement,2025-01-04 05:16:01+00:00,enforcement,Disconnected speed camera,0
10758,1290,34075,1,india_haryana,Osmosis_Way_Approximate,2025-01-04 05:16:01+00:00,related objects,Camp pitches outside a camp site,0
10759,1290,416930,1,india_haryana,Osmosis_Camp_Pitch_Out_Of_Camp_Site,2025-01-04 05:16:01+00:00,related objects,Camp pitches outside a camp site,0
10760,1300,16936,50,india_haryana,Sax,2025-01-04 05:16:01+00:00,indoor,This indoor feature should be a closed and valid polygon,0
10761,1300,16936,51,india_haryana,Sax,2025-01-04 05:16:01+00:00,indoor,This indoor feature should have a level,0
10762,1300,16936,52,india_haryana,Sax,2025-01-04 05:16:01+00:00,indoor,This indoor shop should probably be inside a room,0
10763,1300,16936,53,india_haryana,Sax,2025-01-04 05:16:01+00:00,indoor,This indoor room should have a door,0
10764,2030,16936,20301,india_haryana,Sax,2025-01-04 05:16:01+00:00,oneway,Opposite cycleway without oneway,0
10765,2030,16936,20302,india_haryana,Sax,2025-01-04 05:16:01+00:00,oneway,Opposite or opposite lane in the same way of the oneway,0
10766,2040,16936,707,india_haryana,Sax,2025-01-04 05:16:01+00:00,source,Missing source tag,0
10767,2060,16936,15,india_haryana,Sax,2025-01-04 05:16:01+00:00,street numbers,Invalid addr:interpolation or addr:inclusion value,0
10768,2060,16948,2,india_haryana,Osmosis_Relation_AssociatedStreet,2025-01-04 05:16:01+00:00,street numbers,No street role,0
10769,2060,16948,3,india_haryana,Osmosis_Relation_AssociatedStreet,2025-01-04 05:16:01+00:00,street numbers,street role is not a highway,0
10770,2060,16948,4,india_haryana,Osmosis_Relation_AssociatedStreet,2025-01-04 05:16:01+00:00,street numbers,Roleless member,0
10771,2060,16948,5,india_haryana,Osmosis_Relation_AssociatedStreet,2025-01-04 05:16:01+00:00,street numbers,Member without addr:housenumber nor addr:housename,0
10772,2060,16948,6,india_haryana,Osmosis_Relation_AssociatedStreet,2025-01-04 05:16:01+00:00,street numbers,Number twice in the street,0
10773,2060,16948,7,india_haryana,Osmosis_Relation_AssociatedStreet,2025-01-04 05:16:01+00:00,street numbers,Many street names,0
10774,2060,16948,8,india_haryana,Osmosis_Relation_AssociatedStreet,2025-01-04 05:16:01+00:00,street numbers,Many relations on one street,0
10775,2060,16948,9,india_haryana,Osmosis_Relation_AssociatedStreet,2025-01-04 05:16:01+00:00,street numbers,House too far away from street,0
10776,2060,16948,18,india_haryana,Osmosis_Relation_AssociatedStreet,2025-01-04 05:16:01+00:00,street numbers,Missing highway in associatedStreet relation,0
10777,2060,414417,16,india_haryana,Osmosis_Addr_Interpolation,2025-01-04 05:16:01+00:00,street numbers,Interpolation on nodes of multiple street names,0
10778,2060,414417,17,india_haryana,Osmosis_Addr_Interpolation,2025-01-04 05:16:01+00:00,street numbers,"Interpolation on nodes of multiple ""associatedStreet"" relations",0
10779,2060,414417,100,india_haryana,Osmosis_Addr_Interpolation,2025-01-04 05:16:01+00:00,street numbers,"Interpolation on nodes without tag ""addr:housenumber""",0
10780,2060,414417,101,india_haryana,Osmosis_Addr_Interpolation,2025-01-04 05:16:01+00:00,street numbers,"""addr:housenumber"" in multiple interpolations",0
10781,2060,414417,103,india_haryana,Osmosis_Addr_Interpolation,2025-01-04 05:16:01+00:00,street numbers,"Interpolation ends should have tag ""addr:housenumber""",0
10782,2080,16936,20800,india_haryana,Sax,2025-01-04 05:16:01+00:00,highway,Tag highway missing on junction,0
10783,2080,16936,20802,india_haryana,Sax,2025-01-04 05:16:01+00:00,highway,Missing tag ref for emergency access point,0
10784,2080,16936,20803,india_haryana,Sax,2025-01-04 05:16:01+00:00,highway,Tag highway missing for tracktype or lanes,0
10785,2080,16936,20806,india_haryana,Sax,2025-01-04 05:16:01+00:00,highway,Missing tag carpool on area,0
10786,2090,27086,1,india_haryana,Osmosis_Highway_Traffic_Signals,2025-01-04 05:16:01+00:00,highway crossing,Possible crossing=traffic_signals,0
10787,2090,27086,4,india_haryana,Osmosis_Highway_Traffic_Signals,2025-01-04 05:16:01+00:00,highway crossing,Possible missing direction tag on stop or a give way,0
10788,2090,446242,10,india_haryana,Osmosis_Highway_Long_Crossing,2025-01-04 05:16:01+00:00,highway crossing,Long crossing,0
10789,2110,16936,21102,india_haryana,Sax,2025-01-04 05:16:01+00:00,missing object kind,Missing relation type,0
10790,2120,16936,21202,india_haryana,Sax,2025-01-04 05:16:01+00:00,indoor,`{{0.key}}={{0.value}}` without `{{1.key}}`,0
10791,2130,34076,1,india_haryana,Osmosis_HighwayAreaAccess,2025-01-04 05:16:01+00:00,access,Inconsistent Access,0
10792,2130,34076,2,india_haryana,Osmosis_HighwayAreaAccess,2025-01-04 05:16:01+00:00,access,Inconsistent Access,0
10793,2140,16936,21401,india_haryana,Sax,2025-01-04 05:16:01+00:00,public_transport route,Missing public_transport:version tag on a public_transport route relation,0
10794,2160,16936,21600,india_haryana,Sax,2025-01-04 05:16:01+00:00,railways,Missing tag gauge on rail,0
10795,3010,16938,4,india_haryana,Osmosis_Roundabout_Level,2025-01-04 05:16:01+00:00,highway roundabout,Roundabout crossing,0
10796,3030,16936,195456021,india_haryana,Sax,2025-01-04 05:16:01+00:00,tagwatch cleaner,ref,0
10797,3030,16936,259473529,india_haryana,Sax,2025-01-04 05:16:01+00:00,tagwatch cleaner,typo-tag,0
10798,3030,16936,301849747,india_haryana,Sax,2025-01-04 05:16:01+00:00,tagwatch cleaner,deprecated,0
10799,3030,16936,397691480,india_haryana,Sax,2025-01-04 05:16:01+00:00,tagwatch cleaner,deprecated,0
10800,3030,16936,737787355,india_haryana,Sax,2025-01-04 05:16:01+00:00,tagwatch cleaner,shop,0
10801,3030,16936,837055326,india_haryana,Sax,2025-01-04 05:16:01+00:00,tagwatch cleaner,tag,0
10802,3030,16936,917452315,india_haryana,Sax,2025-01-04 05:16:01+00:00,tagwatch cleaner,typo,0
10803,3030,16936,1077081887,india_haryana,Sax,2025-01-04 05:16:01+00:00,tagwatch cleaner,type-tag,0
10804,3030,16936,1100242374,india_haryana,Sax,2025-01-04 05:16:01+00:00,tagwatch cleaner,ref,0
10805,3030,16936,1224396459,india_haryana,Sax,2025-01-04 05:16:01+00:00,tagwatch cleaner,typo-tag,0
10806,3030,16936,1258610297,india_haryana,Sax,2025-01-04 05:16:01+00:00,tagwatch cleaner,typo,0
10807,3030,16936,1398494170,india_haryana,Sax,2025-01-04 05:16:01+00:00,tagwatch cleaner,name,0
10808,3030,16936,1656641540,india_haryana,Sax,2025-01-04 05:16:01+00:00,tagwatch cleaner,value,0
10809,3030,16936,1662521253,india_haryana,Sax,2025-01-04 05:16:01+00:00,tagwatch cleaner,tag,0
10810,3030,16936,1689758706,india_haryana,Sax,2025-01-04 05:16:01+00:00,tagwatch cleaner,key,0
10811,3030,16936,1764595341,india_haryana,Sax,2025-01-04 05:16:01+00:00,tagwatch cleaner,shop,0
10812,3030,16936,1995063959,india_haryana,Sax,2025-01-04 05:16:01+00:00,tagwatch cleaner,name,0
10813,3030,16936,2006017393,india_haryana,Sax,2025-01-04 05:16:01+00:00,tagwatch cleaner,type-tag,0
10814,3031,16936,30310,india_haryana,Sax,2025-01-04 05:16:01+00:00,wikipedia,Not a Wikipedia URL,0
10815,3031,16936,30311,india_haryana,Sax,2025-01-04 05:16:01+00:00,wikipedia,Wikipedia URL instead of article title,0
10816,3031,16936,30312,india_haryana,Sax,2025-01-04 05:16:01+00:00,wikipedia,Missing Wikipedia language before article title,0
10817,3031,16936,30315,india_haryana,Sax,2025-01-04 05:16:01+00:00,wikipedia,Invalid wikipedia suffix,0
10818,3031,16936,30316,india_haryana,Sax,2025-01-04 05:16:01+00:00,wikipedia,Duplicate wikipedia tag as suffix and prefix,0
10819,3031,16936,30318,india_haryana,Sax,2025-01-04 05:16:01+00:00,wikipedia,"This wikidata value matches a chain store, it should be in a brand:wikidata tag.",0
10820,3031,428551,1,india_haryana,Wikidata,2024-12-29 14:28:58+00:00,wikipedia,Incorrect value for Wikidata-Tag,0
10821,3031,428551,4,india_haryana,Wikidata,2024-12-29 14:28:58+00:00,wikipedia,The distance between OSM object and linked Wikidata item is unusually large,0
10822,3031,428551,5,india_haryana,Wikidata,2024-12-29 14:28:58+00:00,wikipedia,Characteristics of the OSM tags and linked Wikidata item do not match,0
10823,3031,428551,6,india_haryana,Wikidata,2024-12-29 14:28:58+00:00,wikipedia,The secondary Wikidata tag and the linked Wikidata item do not match,0
10824,3031,428551,7,india_haryana,Wikidata,2024-12-29 14:28:58+00:00,wikipedia,The OSM object is linked to an unpermitted Wikidata item,0
10825,3031,428551,8,india_haryana,Wikidata,2024-12-29 14:28:58+00:00,wikipedia,Unpermitted link to an instance of living organism on Wikidata,0
10826,3031,428551,10,india_haryana,Wikidata,2024-12-29 14:28:58+00:00,wikipedia,Linked Wikidata item is replaced by other item,0
10827,3031,428551,11,india_haryana,Wikidata,2024-12-29 14:28:58+00:00,wikipedia,"Linked Wikidata item is dissolved, abolished or demolished",0
10828,3032,16936,30320,india_haryana,Sax,2025-01-04 05:16:01+00:00,multiple tags,Watch multiple tags,0
10829,3032,16936,30323,india_haryana,Sax,2025-01-04 05:16:01+00:00,multiple tags,Watch multiple tags,0
10830,3032,16936,30327,india_haryana,Sax,2025-01-04 05:16:01+00:00,multiple tags,Waterway with `level`,0
10831,3032,16936,30328,india_haryana,Sax,2025-01-04 05:16:01+00:00,multiple tags,highway=cycleway with cycleway=track,0
10832,3032,16936,30329,india_haryana,Sax,2025-01-04 05:16:01+00:00,multiple tags,{{0.key}}={{0.value}} with {{1.key}}={{1.value}},0
10833,3032,16936,303210,india_haryana,Sax,2025-01-04 05:16:01+00:00,multiple tags,"Fence with {{1.key}} tag, also add {{2.key}}",0
10834,3032,16936,303211,india_haryana,Sax,2025-01-04 05:16:01+00:00,multiple tags,suspicious tag combination,0
10835,3032,16936,303240,india_haryana,Sax,2025-01-04 05:16:01+00:00,multiple tags,Advisory or practical maxspeed exceeds legal speed limit,0
10836,3032,16936,303241,india_haryana,Sax,2025-01-04 05:16:01+00:00,multiple tags,Discordant maxspeed and source:maxspeed or maxspeed:type,0
10837,3040,16936,30401,india_haryana,Sax,2025-01-04 05:16:01+00:00,incorrect tag,{{0.key}}={{0.value}} is invalid. Should look like 12345ABC,0
10838,3040,16936,30402,india_haryana,Sax,2025-01-04 05:16:01+00:00,incorrect tag,missing tag,0
10839,3040,16936,30403,india_haryana,Sax,2025-01-04 05:16:01+00:00,incorrect tag,missing tag,0
10840,3040,16936,30405,india_haryana,Sax,2025-01-04 05:16:01+00:00,incorrect tag,Transport mode in access value,0
10841,3050,16936,3050,india_haryana,Sax,2025-01-04 05:16:01+00:00,bad tag key,Key with uncommon character,0
10842,3050,16936,30502,india_haryana,Sax,2025-01-04 05:16:01+00:00,bad tag key,Key with uncommon character,0
10843,3090,16936,3090,india_haryana,Sax,2025-01-04 05:16:01+00:00,date,Bad date format,0
10844,3091,16936,3091,india_haryana,Sax,2025-01-04 05:16:01+00:00,numeric value,Invalid numerical value,0
10845,3091,16936,3093,india_haryana,Sax,2025-01-04 05:16:01+00:00,numeric value,Suspicious value,0
10846,3091,16936,3094,india_haryana,Sax,2025-01-04 05:16:01+00:00,numeric value,Unknown unit,0
10847,3091,16936,30911,india_haryana,Sax,2025-01-04 05:16:01+00:00,numeric value,Colour code should start with '#' followed by 3 or 6 digits,0
10848,3091,16936,30913,india_haryana,Sax,2025-01-04 05:16:01+00:00,numeric value,Specific capacity is greater than total capacity,0
10849,3091,16936,30915,india_haryana,Sax,2025-01-04 05:16:01+00:00,numeric value,Discouraged unit alias,0
10850,3093,16936,30931,india_haryana,Sax,2025-01-04 05:16:01+00:00,URL,The URL contains a space,0
10851,3093,16936,30933,india_haryana,Sax,2025-01-04 05:16:01+00:00,URL,Invalid URL,0
10852,3093,16936,30934,india_haryana,Sax,2025-01-04 05:16:01+00:00,URL,Tracking parameter in URL,0
10853,3100,439329,2,india_haryana,Osmosis_Polygon_Small,2025-01-04 05:16:01+00:00,small land use,Landuse very small,0
10854,3100,439329,5,india_haryana,Osmosis_Polygon_Small,2025-01-04 05:16:01+00:00,small land use,Leisure very small,0
10855,3120,16936,31201,india_haryana,Sax,2025-01-04 05:16:01+00:00,tree,Conflicting tree properties,0
10856,3160,16936,31600,india_haryana,Sax,2025-01-04 05:16:01+00:00,"incorrect ""lanes""",Turn lanes merge_to_* need an aside lane on good side,0
10857,3160,16936,31601,india_haryana,Sax,2025-01-04 05:16:01+00:00,"incorrect ""lanes""",Bad lanes value,0
10858,3160,16936,31603,india_haryana,Sax,2025-01-04 05:16:01+00:00,"incorrect ""lanes""",Conflict between usage of *:lanes or *:lanes:(forward|backward|both_ways),0
